,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Investment Geographical Preference / Project Location,,,,,,,,Investment Round,,,,,,Investment Capial / Capital Seek,,,,,,,,,,Targeted Investment Sectors,,,,,,,,,,,,,
,https://storage.googleapis.com/b2match-as-1/8vCYHJmUXP1SgibmWwKeQVsH,Guangdong Investment Limited,Investor,Huimin LI,Institutional Investor,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Middle East,South America",Y,Y,,Y,,,Y,Series C and Beyond,,,,Y,,"50,000,001 USD or above,5,000,001 to 7,500,000 USD,2,500,001 to 5,000,000 USD,7,500,001 to 10,000,000 USD,25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",,,,Y,Y,Y,Y,Y,Y,"Environment, Energy and Clean Technology",,,Y,,,,,,,,/participations/453748,https://www.gdi.com.hk/en_US/,,"Guangdong Investment Limited (粤海投资有限公司 or GDI, website:https://www.gdi.com.hk/en_US/) is headquatered in Hong Kong and is a listed company (0270.HK) with the total assets/net assets of USD17.9 billion/7.6 billion (as at 30 June 2024).  GDI is principally engaged in water resources businesses (raw water supply, municipal water supply, waste water treatment, water environment treatment, smart water and related engineering work) in mainland China and in Hong Kong, among other businesses, and is widely regarded as one of the biggest water companies in China."
,https://storage.googleapis.com/b2match-as-1/G5bVmJ5GPSVbSiwtC9mYdCbw,Heejung Yang,Investor,Heejung Yang,Accelerator ,"Seoul KOREA, South Korea", South Korea,Asia,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/participations/453710,,,Invest& accelerater
,https://storage.googleapis.com/b2match-as-1/Fq8X7xKAKarsVJA5VyqCJgms,Helios & Partners,Investor,Humphrey Ho,Family Office ,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Australasia,Middle East,North America,South America",Y,Y,Y,Y,Y,,Y,"IPO,Series A,Series B,Seed & Pre-Series A,Series C and Beyond",Y,Y,Y,Y,Y,"50,000,001 USD or above,5,000,001 to 7,500,000 USD",,,,,Y,,,,Y,"Consumer,Deep Technology,Financial Technology,Food and Agriculture,Healthcare Technology,Manufacturing Technology,Digital Entertainment and Media,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",Y,Y,Y,Y,Y,Y,Y,Y,Y,,/participations/452639,https://heliospartnership.com/,,"Helios & Partners believes in Consumer Ecosystem Investing, focusing on Media & Influence, Cybersecurity and AI, as well as Fashion Luxury Beauty. Our experience is consumer growth, our mandate is international arbitrage. Advance Beyond Ambition."
,https://storage.googleapis.com/b2match-as-1/LVVrVZtXRXDqnTui1Gn5Fwrj,Hex Trust,Investor,Marty Jetton,Institutional Investor,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Middle East,North America",Y,Y,Y,Y,,,,"Series B,Series C and Beyond",,,Y,Y,,"50,000,001 USD or above,5,000,001 to 7,500,000 USD,2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD,7,500,001 to 10,000,000 USD,25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",,,Y,Y,Y,Y,Y,Y,Y,Financial Technology,Y,,,,,,,,,,/participations/450234,https://hextrust.com/,https://linkedin.com/in/martyjetton,"Hex Trust offers fully regulated institutional digital asset Custody, Staking, and Markets services to builders, investors and service providers."
,https://storage.googleapis.com/b2match-as-1/AQL9PkHkztpGh6zGqhM2wTJn,HighLight Capital,Investor,Xing (Henry) He,Private Equity ,"Shanghai, China", China,"Asia,North America",Y,,Y,,,,,"Series A,Series B,Series C and Beyond",,Y,Y,Y,,"25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",,,,,,,Y,Y,,"Consumer,Healthcare Technology,Manufacturing Technology",,,,Y,Y,,Y,,,,/participations/450492,https://hlcfund.com/,,"HighLight Capital (HLC) is a private investment firm dedicated to creating long-term values through promoting technology innovations. Empowered by our deep knowledge in chemical, biological and material sciences, and leveraging our proprietary industry research and comprehensive enablement services, we strive to invest in companies that boost manufacturing efficiency and improve human wellness. HLC currently manages over US$3.8 billion, with operations across in key financial hubs, such as Tokyo, Shanghai, Hong Kong and Boston."
,https://storage.googleapis.com/b2match-as-1/MzYVNgvkQBp4HEL8jmNPKz3R,Hivemind Capital,Investor,Gigi Cho,Venture Capital ,"New York, United States", United States,"Asia,Africa,Europe,Australasia,Middle East,North America,South America",Y,Y,Y,Y,Y,Y,Y,"Series A,Series B,Seed & Pre-Series A",Y,Y,Y,,,"50,000,001 USD or above",,,,,,,,,Y,"Consumer,Financial Technology,Manufacturing Technology,Digital Entertainment and Media",Y,,,,Y,Y,Y,,,,/participations/452222,,,Hivemind is a 1.5B USD New York based multistrategy fund investing across infrastructure and consumer verticals in crypto and fintech.
,https://storage.googleapis.com/b2match-as-1/2ZXwNfMDshvUvEBKXJooxzZb,Hivemind Capital,Investor,Gigi Cho,Venture Capital ,"New York, United States", United States,,,,,,,,,Seed & Pre-Series A,Y,,,,,"1,000,001 to 2,500,000 USD",,,Y,,,,,,,"Consumer,Financial Technology,Digital Entertainment and Media",Y,,,,Y,Y,,,,,/participations/453414,,,"Hivemind Capital Partners is a Web3 and blockchain technology focused investment firm.

Committed to institutionalizing digital asset investing, Hivemind combines crypto-native technology and expertise with institutional-grade risk management and practices. With a thesis-driven and multi-strategy approach, Hivemind unlocks the potential of digital assets to be an investable asset class by providing curated and scalable access to institutional investors.

Founded in 2021, Hivemind is headquartered in the US with offices across the globe."
,https://storage.googleapis.com/b2match-as-1/6rpF5WotjGUFm5ag4ufYotgF,HONG KONG ARTS INVESTMENT COMPANY LIMITED,Investor,Li Lee Chiu,Institutional Investor,"Hong Kong SAR (China), China (Hong Kong)", China (Hong Kong),"Asia,Africa,Europe,Australasia,Middle East,North America,South America",Y,Y,Y,Y,Y,Y,Y,,,,,,,"50,000,001 USD or above",,,,,,,,,Y,Financial Technology,Y,,,,,,,,,,/participations/446517,,,N/A
,https://storage.googleapis.com/b2match-as-1/Aw7WywnoLHc8E9DNPHT6y7et,Hong Kong Science and Technology Parks Corporation,Investor,Cherry Chen,Accelerator ,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe",Y,Y,,,,,,Seed & Pre-Series A,Y,,,,,"500,000 USD or below,500,001 to 1,000,000 USD,2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD",Y,Y,Y,Y,,,,,,"Deep Technology,Financial Technology,Food and Agriculture,Manufacturing Technology,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",Y,Y,Y,,,,Y,Y,Y,,/participations/454423,https://www.hkstp.org/en/,,"We take an ecosystem approach to advancing the growth of innovation. Harnessing the power of cross-industry collaboration and tailored infrastructure, we accelerate and enrich the value-creation journey for all. An international powerhouse of innovation and technology, we drive society forward by working with tech visionaries to translate scientific research into market solutions that create positive, global impact."
,https://storage.googleapis.com/b2match-as-1/PaK2JNd83Wg3TwDmBc94caaY,Hong Kong Youth Innovation and Entrepreneurship Association 香港青年創新創業協會有限公司,Investor,Vanessa Dang,Accelerator ,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Middle East,North America",Y,,Y,Y,,,,"Series A,Seed & Pre-Series A",Y,Y,,,,"500,000 USD or below,2,500,001 to 5,000,000 USD",Y,,,Y,,,,,,"Deep Technology,Financial Technology,Healthcare Technology,Environment, Energy and Clean Technology",Y,Y,Y,Y,,,,,,,/participations/450719,,,"香港青年創新創業協會成立於2017年。在中央人民政府駐香港聯絡辦、廣東省港澳辦、香港特區政府民政事務局、香港特區政府政策創新與統籌處等部門領導的關心下，香港青年創新創業協會發展迅速，已成為服務港澳青年創新創業的一支有生力量。
2019年《粵港澳大灣區發展規劃綱要》出台的那一年，一批港澳青年和在香港就讀的內地青年創立了粵港澳大灣區青年創新創業中心，並將中心落戶深圳前海。港澳青年非常看重內地市場，粵港澳大灣區青年創新創業中心是由香港青年創新創業協會發起成立運營。2021年，粵港澳大灣區青年創新創業中心已入駐了56家港澳創業團隊。
協會發展到2021年共有包含粵港澳高校科研人員、香港區議員、投資人、港澳青年創業者、在校大學生132位理事會成員；秘書處、宣傳部、外聯部、創業實踐部、投資融資部、政策研究部、技術轉移部、高校聯絡處8個職能部門；北京、澳門、上海、廣州、深圳、武漢、成都、佛山等8個代表處，協會會員超過1000人。與地方政府、大學、產業園區合作運營7個港澳青年創新創業基地，承辦國家雙創周香港分會場、參與中央香港局勢座談會、香港在深學習就業創業青年座談會、深圳口岸改革創新研討會等政府會議30餘次。舉辦「京津翼—粵港澳（國際）青年創新創業大賽」等創業創業活動100餘場。

The Hong Kong Youth Innovation and Entrepreneurship Association was established in 2017. With the care and support of the Liaison Office of the Central People's Government in the Hong Kong Special Administrative Region, the Hong Kong and Macao Affairs Office of Guangdong Province, the Home Affairs Bureau of the Hong Kong Special Administrative Region Government, the Policy Innovation and Co-ordination Office of the Hong Kong Special Administrative Region Government and other departments, the Hong Kong Youth Innovation and Entrepreneurship Association has developed rapidly and has become a vital force in serving the innovation and entrepreneurship of Hong Kong and Macao youth.
In 2019, the year when the ""Outline Development Plan for the Guangdong-Hong Kong-Macao Greater Bay Area"" was released, a group of Hong Kong and Macao youth and mainland youth studying in Hong Kong founded the Guangdong-Hong Kong-Macao Greater Bay Area Youth Innovation and Entrepreneurship Center, which was located in Qianhai, Shenzhen. Hong Kong and Macao youth attach great importance to the mainland market. The Guangdong-Hong Kong-Macao Greater Bay Area Youth Innovation and Entrepreneurship Center was initiated, established and operated by the Hong Kong Youth Innovation and Entrepreneurship Association. In 2021, 56 Hong Kong and Macao entrepreneurial teams had settled in the Guangdong-Hong Kong-Macao Greater Bay Area Youth Innovation and Entrepreneurship Center.
By 2021, the Association had 132 members of the board of directors, including scientific research personnel from universities in Guangdong, Hong Kong and Macao, Hong Kong district councilors, investors, Hong Kong and Macao young entrepreneurs, and undergraduate students. It also had eight functional departments: the Secretariat, the Publicity Department, the Liaison Department, the Entrepreneurship Practice Department, the Investment and Financing Department, the Policy Research Department, the Technology Transfer Department, and the University Liaison Office. There were eight representative offices in Beijing, Macao, Shanghai, Guangzhou, Shenzhen, Wuhan, Chengdu, and Foshan. The number of members of the Association exceeded 1,000. The Association jointly operated seven innovation and entrepreneurship bases for Hong Kong and Macao youth in cooperation with local governments, universities, and industrial parks. It hosted the Hong Kong sub-venue of the National Innovation and Entrepreneurship Week, participated in more than 30 government meetings such as the Central Symposium on the Hong Kong Situation, the Symposium on Hong Kong Youth Studying, Working and Starting Businesses in Shenzhen, and the Shenzhen Port Reform and Innovation Seminar. It also organized more than 100 entrepreneurship activities such as the ""Beijing-Tianjin-Hebei - Guangdong-Hong Kong-Macao (International) Youth Innovation and Entrepreneurship Competition""."
,,HQ Capital,Investor,Shannon Liang,Family Office ,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Australasia,North America",Y,Y,Y,,Y,,,,,,,,,,,,,,,,,,,"Consumer,Education,Deep Technology,Financial Technology,Food and Agriculture,Healthcare Technology,Manufacturing Technology,Digital Entertainment and Media,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,/participations/451521,,,Alternative investment specialist in private equity
,https://storage.googleapis.com/b2match-as-1/6thkNf68QCtugdDKsHk2aKhr,HSBC Private Credit,Investor,Nan Liu,Institutional Investor,"HK, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,,,,,,,"50,000,001 USD or above,25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",,,,,,,Y,Y,Y,,,,,,,,,,,,/participations/453758,,,HSBC Private Credit
,https://storage.googleapis.com/b2match-as-1/5ZERBy4895YMrrL8jJaSie5F,Huaneng Invesco Private Equity Company Ltd.,Investor,Nan Zhao,Private Equity ,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Australasia,Middle East,North America",Y,Y,Y,Y,Y,,,"IPO,Series A,Series B,Seed & Pre-Series A,Series C and Beyond",Y,Y,Y,Y,Y,"50,000,001 USD or above",,,,,,,,,Y,"Deep Technology,Manufacturing Technology,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",,Y,Y,,,,Y,Y,,,/participations/453777,,,A Invesco’s private equity arm
,https://storage.googleapis.com/b2match-as-1/MChEjhFRDMhz4kQA1XiD7z2E,Huaneng Invesco Private Equity Investment Management Limited,Investor,Shuangqi xu,Private Equity ,"Hongkong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,North America",Y,Y,Y,,,,,"Series A,Series B,Series C and Beyond",,Y,Y,Y,,"500,000 USD or below",Y,,,,,,,,,,,,,,,,,,,,/participations/453765,,,"Huaneng Invesco is a 50 / 50 joint venture between Huaneng Capital (financial services arm of Huaneng Power of China), and Invesco Group, based in Atlanta, USA.

• Huaneng Invesco team combines the industry background and investment expertise to focus on renewable energy (wind and solar farms), e-mobility (EV, EV charging and batteries in the US, via Cayman vehicle Pine Spring Investment SPC), and more broadly in energy transition / ESG space, with total investments over US$4 bn"
,https://storage.googleapis.com/b2match-as-1/8A2YVni3upBssMB9uJQmyaKP,Huaneng-Invesco Private Equity,Investor,Ivan Lee,Private Equity ,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Middle East,North America",Y,Y,Y,Y,,,,"IPO,Series B,Series C and Beyond",,,Y,Y,Y,"25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",,,,,,,Y,Y,,"Deep Technology,Environment, Energy and Clean Technology",,Y,Y,,,,,,,,/participations/453763,,,Private equity fund manager in clean technology and renewable energy.
,https://storage.googleapis.com/b2match-as-1/9kRgQVdToMkhqnWZWjmiDV5d,ICBC UBS Asset Management International,Investor,Le Zhuo,Institutional Investor,"HK, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,,,,,,,"50,000,001 USD or above",,,,,,,,,Y,Financial Technology,Y,,,,,,,,,,/participations/450035,,,JV by ICBC and UBS.
,https://storage.googleapis.com/b2match-as-1/C1DyLXfS9jWtXCEdqKQX4M3q,IMS Digital Ventures,Investor,Harsha Maturu,Family Office ,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,North America",Y,Y,Y,,,,,"Series A,Series B,Seed & Pre-Series A",Y,Y,Y,,,"500,000 USD or below,500,001 to 1,000,000 USD,5,000,001 to 7,500,000 USD,2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD",Y,Y,Y,Y,Y,,,,,"Consumer,Deep Technology,Financial Technology,Digital Entertainment and Media",Y,Y,,,Y,Y,,,,,/participations/452433,https://imsdv.com/,,"IMS Digital Ventures is a market-leading venture builder that co-founds and invests in disruptive technology ventures, in collaboration with visionary entrepreneurs, industry leaders and influential corporations.

Leveraging over 300 top-tier software engineers, digital marketers and business development staff allows IMS Digital Ventures to fast-track both the launch & scaling phases of its ventures.

IMS Digital Ventures has already successfully co-founded multiple ventures in the B2B SaaS, cybersecurity, e-commerce and Web3 verticals, with plans to continue building many more."
